Symbol,Direction,Entry Price,Max Size,Max Size USDT,Realized PnL,Realized PnL %,Open Time,Close Time,Runup,Drawdown
BTCUSDT,Short,"62,503.664 USDT",120.249,"-7,516,003.12 USDT","-52,027.93 USDT",-0.69 %,03/20/2024 07:20 UTC,03/20/2024 08:01 UTC,,"-0.91 % 63,077 USDT"
SOLUSDT,Short,169.842 USDT,"5,000","849,211.11 USDT","-1,300.05 USDT",-0.15 %,03/20/2024 07:21 UTC,03/20/2024 07:24 UTC,,-0.07 % 169.96 USDT
SOLUSDT,Short,175.057 USDT,"11,200","-1,960,635.94 USDT","100,691 USDT",5.14 %,03/20/2024 00:23 UTC,03/20/2024 05:34 UTC,6.96 % 163.67 USDT,-0.80 % 176.47 USDT
ETHUSDT,Short,"3,205.337 USDT","1,999.504","-6,409,084.47 USDT","264,840 USDT",4.13 %,03/20/2024 00:23 UTC,03/20/2024 05:27 UTC,"4.38 % 3,070 USDT","-1.65 % 3,259 USDT"
1000BONKUSDT,Long,0.021 USDT,"23,629,400","503,256.21 USDT","12,976 USDT",2.58 %,03/19/2024 11:51 UTC,03/20/2024 00:55 UTC,7.79 % 0.02 USDT,-2.97 % 0.02 USDT
ETHUSDT,Long,"3,272.618 USDT","1,867.459","6,111,479.79 USDT","-9,935.79 USDT",-0.16 %,03/19/2024 12:30 UTC,03/19/2024 14:04 UTC,"1.18 % 3,311 USDT","-0.35 % 3,261 USDT"
BOMEUSDT,Long,0.01 USDT,"19,361,084","199,761.72 USDT","38,499 USDT",19.27 %,03/19/2024 04:06 UTC,03/19/2024 08:29 UTC,19.41 % 0.01 USDT,-15.02 % 0.01 USDT
SOLUSDT,Short,201.657 USDT,"4,971","-1,002,435.04 USDT","9,545 USDT",0.95 %,03/18/2024 15:35 UTC,03/18/2024 19:11 UTC,2.51 % 196.72 USDT,-2.08 % 205.93 USDT
SOLUSDT,Short,202.089 USDT,"4,945","999,328.96 USDT","-8,739.38 USDT",-0.87 %,03/18/2024 08:35 UTC,03/18/2024 09:26 UTC,0.53 % 201.02 USDT,-0.63 % 203.38 USDT
SOLUSDT,Long,195.438 USDT,"3,843","751,067.76 USDT","25,028 USDT",3.33 %,03/18/2024 01:03 UTC,03/18/2024 05:04 UTC,5.30 % 205.79 USDT,-0.72 % 194.03 USDT
